Betriebszustand,Drehzahl,Gewicht,Pumpe,Timestamp,Trommel,Waschprogramm,_id
0,800,0,0,2022/02/22 16:36:14:374855,0,Pflegeleicht 30,621502ef07ba2f7238e7dbb7
0,800,0,0,2022/02/22 16:36:15:323318,0,Pflegeleicht 30,621502ef07ba2f7238e7dbb8
0,800,0,0,2022/02/22 16:36:15:478743,0,Pflegeleicht 30,621502ef07ba2f7238e7dbb9
0,800,0,0,2022/02/22 16:36:15:601706,0,Pflegeleicht 30,621502f007ba2f7238e7dbba
0,800,0,0,2022/02/22 16:36:16:581526,0,Pflegeleicht 30,621502f107ba2f7238e7dbbb
0,800,0,0,2022/02/22 16:36:17:033290,0,Pflegeleicht 30,621502f107ba2f7238e7dbbc
0,800,0,0,2022/02/22 16:36:18:016860,0,Pflegeleicht 30,621502f207ba2f7238e7dbbd
0,800,0,0,2022/02/22 16:36:18:461802,0,Pflegeleicht 30,621502f407ba2f7238e7dbbe
0,800,0,0,2022/02/22 16:36:20:305491,0,Pflegeleicht 30,621502f507ba2f7238e7dbbf
0,800,0,0,2022/02/22 16:36:21:318118,0,Pflegeleicht 30,621502f507ba2f7238e7dbc0
0,800,0,0,2022/02/22 16:36:21:896585,0,Pflegeleicht 30,621502f607ba2f7238e7dbc1
0,800,0,0,2022/02/22 16:36:22:793436,0,Pflegeleicht 30,621502f707ba2f7238e7dbc2
0,800,0,0,2022/02/22 16:36:23:227919,0,Pflegeleicht 30,621502f807ba2f7238e7dbc3
0,800,0,0,2022/02/22 16:36:24:070875,0,Pflegeleicht 30,621502f807ba2f7238e7dbc4
0,800,0,0,2022/02/22 16:36:24:201701,0,Pflegeleicht 30,621502f807ba2f7238e7dbc5
0,800,0,0,2022/02/22 16:36:24:579241,0,Pflegeleicht 30,621502f807ba2f7238e7dbc6
0,800,0,0,2022/02/22 16:36:24:612912,0,Pflegeleicht 30,621502f807ba2f7238e7dbc7
0,800,0,0,2022/02/22 16:36:24:634763,0,Pflegeleicht 30,621502f807ba2f7238e7dbc8
0,800,0,0,2022/02/22 16:36:24:669444,0,Pflegeleicht 30,621502f807ba2f7238e7dbc9
0,800,0,0,2022/02/22 16:36:24:695388,0,Pflegeleicht 30,621502f807ba2f7238e7dbca
0,800,0,0,2022/02/22 16:36:24:726579,0,Pflegeleicht 30,621502f807ba2f7238e7dbcb
0,800,0,0,2022/02/22 16:36:24:749912,0,Pflegeleicht 30,621502f807ba2f7238e7dbcc
0,800,0,0,2022/02/22 16:36:24:780990,0,Pflegeleicht 30,621502f807ba2f7238e7dbcd
0,800,0,0,2022/02/22 16:36:24:819533,0,Pflegeleicht 30,621502f907ba2f7238e7dbce
0,800,0,0,2022/02/22 16:36:25:597182,0,Pflegeleicht 30,621502f907ba2f7238e7dbcf
0,800,0,0,2022/02/22 16:36:25:904964,0,Pflegeleicht 30,621502f907ba2f7238e7dbd0
0,800,0,0,2022/02/22 16:36:25:932885,0,Pflegeleicht 30,621502fa07ba2f7238e7dbd1
0,800,0,0,2022/02/22 16:36:26:080876,0,Pflegeleicht 30,621502fa07ba2f7238e7dbd2
0,800,0,0,2022/02/22 16:36:26:102133,0,Pflegeleicht 30,621502fa07ba2f7238e7dbd3
0,800,0,0,2022/02/22 16:36:26:127229,0,Pflegeleicht 30,621502fa07ba2f7238e7dbd4
0,800,0,0,2022/02/22 16:36:26:149900,0,Pflegeleicht 30,621502fa07ba2f7238e7dbd5
0,800,0,0,2022/02/22 16:36:26:176057,0,Pflegeleicht 30,621502fa07ba2f7238e7dbd6
0,800,0,0,2022/02/22 16:36:26:386624,0,Pflegeleicht 30,621502fb07ba2f7238e7dbd7
0,800,0,0,2022/02/22 16:36:27:302764,0,Pflegeleicht 30,621502fb07ba2f7238e7dbd8
0,800,0,0,2022/02/22 16:36:27:642986,0,Pflegeleicht 30,621502fb07ba2f7238e7dbd9
0,800,0,0,2022/02/22 16:36:27:665276,0,Pflegeleicht 30,621502fc07ba2f7238e7dbda
0,800,0,0,2022/02/22 16:36:28:408401,0,Pflegeleicht 30,621502fc07ba2f7238e7dbdb
0,800,0,0,2022/02/22 16:36:28:728060,0,Pflegeleicht 30,621502fc07ba2f7238e7dbdc
0,800,0,0,2022/02/22 16:36:28:748063,0,Pflegeleicht 30,621502fd07ba2f7238e7dbdd
0,800,0,0,2022/02/22 16:36:29:795262,0,Pflegeleicht 30,621502fe07ba2f7238e7dbde
0,800,0,0,2022/02/22 16:36:30:140178,0,Pflegeleicht 30,621502ff07ba2f7238e7dbdf
0,800,0,0,2022/02/22 16:36:31:202345,0,Pflegeleicht 30,621502ff07ba2f7238e7dbe0
0,800,0,0,2022/02/22 16:36:31:512634,0,Pflegeleicht 30,6215030007ba2f7238e7dbe1
0,800,0,0,2022/02/22 16:36:32:608696,0,Pflegeleicht 30,6215030007ba2f7238e7dbe2
0,800,0,0,2022/02/22 16:36:32:939851,0,Pflegeleicht 30,6215030107ba2f7238e7dbe3
0,800,0,0,2022/02/22 16:36:33:495226,0,Pflegeleicht 30,6215030207ba2f7238e7dbe4
0,800,0,0,2022/02/22 16:36:34:307500,0,Pflegeleicht 30,6215030207ba2f7238e7dbe5
0,800,0,0,2022/02/22 16:36:34:329470,0,Pflegeleicht 30,6215030307ba2f7238e7dbe6
0,800,0,0,2022/02/22 16:36:35:942132,0,Pflegeleicht 30,6215030407ba2f7238e7dbe7
0,800,0,0,2022/02/22 16:36:36:054727,0,Pflegeleicht 30,6215030407ba2f7238e7dbe8
0,800,0,0,2022/02/22 16:36:36:078967,0,Pflegeleicht 30,6215030407ba2f7238e7dbe9
0,800,0,0,2022/02/22 16:36:36:853970,0,Pflegeleicht 30,6215030507ba2f7238e7dbea
0,800,0,0,2022/02/22 16:36:37:250956,0,Pflegeleicht 30,6215030607ba2f7238e7dbeb
0,800,0,0,2022/02/22 16:36:38:243801,0,Pflegeleicht 30,6215030607ba2f7238e7dbec
0,800,0,0,2022/02/22 16:36:38:563932,0,Pflegeleicht 30,6215030807ba2f7238e7dbed
0,800,0,0,2022/02/22 16:36:40:059453,0,Pflegeleicht 30,6215030807ba2f7238e7dbee
0,800,0,0,2022/02/22 16:36:40:169687,0,Pflegeleicht 30,6215030807ba2f7238e7dbef
0,800,0,0,2022/02/22 16:36:40:203294,0,Pflegeleicht 30,6215030807ba2f7238e7dbf0
0,800,0,0,2022/02/22 16:36:40:226954,0,Pflegeleicht 30,6215030807ba2f7238e7dbf1
0,800,0,0,2022/02/22 16:36:40:255951,0,Pflegeleicht 30,6215030807ba2f7238e7dbf2
0,800,0,0,2022/02/22 16:36:40:285170,0,Pflegeleicht 30,6215030807ba2f7238e7dbf3
0,800,0,0,2022/02/22 16:36:40:308460,0,Pflegeleicht 30,6215030807ba2f7238e7dbf4
0,800,0,0,2022/02/22 16:36:40:347320,0,Pflegeleicht 30,6215030807ba2f7238e7dbf5
0,800,0,0,2022/02/22 16:36:40:401905,0,Pflegeleicht 30,6215030807ba2f7238e7dbf6
0,800,0,0,2022/02/22 16:36:40:425670,0,Pflegeleicht 30,6215030807ba2f7238e7dbf7
0,800,0,0,2022/02/22 16:36:40:547546,0,Pflegeleicht 30,6215030907ba2f7238e7dbf8
0,800,0,0,2022/02/22 16:36:41:496257,0,Pflegeleicht 30,6215030907ba2f7238e7dbf9
0,800,0,0,2022/02/22 16:36:41:535283,0,Pflegeleicht 30,6215030907ba2f7238e7dbfa
0,800,0,1,2022/02/22 16:36:41:850817,0,Pflegeleicht 30,6215030a07ba2f7238e7dbfb
0,800,0,1,2022/02/22 16:36:42:556813,0,Pflegeleicht 30,6215030a07ba2f7238e7dbfc
0,800,0,1,2022/02/22 16:36:42:897925,0,Pflegeleicht 30,6215030b07ba2f7238e7dbfd
0,800,0,1,2022/02/22 16:36:43:999807,0,Pflegeleicht 30,6215030c07ba2f7238e7dbfe
0,800,0,1,2022/02/22 16:36:44:342746,0,Pflegeleicht 30,6215030c07ba2f7238e7dbff
0,800,0,1,2022/02/22 16:36:44:436983,0,Pflegeleicht 30,6215030d07ba2f7238e7dc00
0,800,0,1,2022/02/22 16:36:45:446056,0,Pflegeleicht 30,6215030d07ba2f7238e7dc01
0,800,0,1,2022/02/22 16:36:45:805345,0,Pflegeleicht 30,6215030d07ba2f7238e7dc02
0,800,0,1,2022/02/22 16:36:45:911639,0,Pflegeleicht 30,6215030e07ba2f7238e7dc03
0,800,0,1,2022/02/22 16:36:46:839167,0,Pflegeleicht 30,6215030f07ba2f7238e7dc04
0,800,0,1,2022/02/22 16:36:47:179390,0,Pflegeleicht 30,6215031007ba2f7238e7dc05
0,800,0,1,2022/02/22 16:36:48:223344,0,Pflegeleicht 30,6215031007ba2f7238e7dc06
0,800,0,1,2022/02/22 16:36:48:569541,0,Pflegeleicht 30,6215031107ba2f7238e7dc07
0,800,0,1,2022/02/22 16:36:49:491502,0,Pflegeleicht 30,6215031107ba2f7238e7dc08
0,800,0,1,2022/02/22 16:36:49:956917,0,Pflegeleicht 30,6215031207ba2f7238e7dc09
0,800,0,1,2022/02/22 16:36:50:064849,0,Pflegeleicht 30,6215031207ba2f7238e7dc0a
0,800,0,1,2022/02/22 16:36:51:019748,0,Pflegeleicht 30,6215031307ba2f7238e7dc0b
0,800,0,1,2022/02/22 16:36:51:393702,0,Pflegeleicht 30,6215031307ba2f7238e7dc0c
0,800,0,1,2022/02/22 16:36:51:488092,0,Pflegeleicht 30,6215031407ba2f7238e7dc0d
0,800,0,1,2022/02/22 16:36:52:428481,0,Pflegeleicht 30,6215031407ba2f7238e7dc0e
0,800,0,1,2022/02/22 16:36:52:761385,0,Pflegeleicht 30,6215031507ba2f7238e7dc0f
0,800,0,1,2022/02/22 16:36:53:838570,0,Pflegeleicht 30,6215031607ba2f7238e7dc10
0,800,0,1,2022/02/22 16:36:54:171311,0,Pflegeleicht 30,6215031707ba2f7238e7dc11
0,800,0,1,2022/02/22 16:36:55:101695,0,Pflegeleicht 30,6215031707ba2f7238e7dc12
0,800,0,1,2022/02/22 16:36:55:551310,0,Pflegeleicht 30,6215031807ba2f7238e7dc13
0,800,0,1,2022/02/22 16:36:56:613068,0,Pflegeleicht 30,6215031807ba2f7238e7dc14
0,800,0,1,2022/02/22 16:36:56:963468,0,Pflegeleicht 30,6215031a07ba2f7238e7dc15
0,800,0,1,2022/02/22 16:36:58:065313,0,Pflegeleicht 30,6215031a07ba2f7238e7dc16
0,800,0,1,2022/02/22 16:36:58:408761,0,Pflegeleicht 30,6215031b07ba2f7238e7dc17
0,800,0,1,2022/02/22 16:36:59:498813,0,Pflegeleicht 30,6215031b07ba2f7238e7dc18
0,800,0,1,2022/02/22 16:36:59:876190,0,Pflegeleicht 30,6215031b07ba2f7238e7dc19
0,800,0,1,2022/02/22 16:36:59:899574,0,Pflegeleicht 30,6215031c07ba2f7238e7dc1a
0,800,0,1,2022/02/22 16:37:00:884049,0,Pflegeleicht 30,6215031d07ba2f7238e7dc1b
0,800,0,1,2022/02/22 16:37:01:216131,0,Pflegeleicht 30,6215031e07ba2f7238e7dc1c
0,800,0,1,2022/02/22 16:37:02:279363,0,Pflegeleicht 30,6215031e07ba2f7238e7dc1d
0,800,0,1,2022/02/22 16:37:02:618133,0,Pflegeleicht 30,6215031f07ba2f7238e7dc1e
0,800,0,1,2022/02/22 16:37:03:737228,0,Pflegeleicht 30,6215032007ba2f7238e7dc1f
0,800,0,1,2022/02/22 16:37:04:145879,0,Pflegeleicht 30,6215032007ba2f7238e7dc20
0,800,0,1,2022/02/22 16:37:04:166919,0,Pflegeleicht 30,6215032107ba2f7238e7dc21
0,800,0,1,2022/02/22 16:37:05:126969,0,Pflegeleicht 30,6215032107ba2f7238e7dc22
0,800,0,1,2022/02/22 16:37:05:462171,0,Pflegeleicht 30,6215032207ba2f7238e7dc23
0,800,0,1,2022/02/22 16:37:06:538467,0,Pflegeleicht 30,6215032207ba2f7238e7dc24
0,800,0,1,2022/02/22 16:37:06:879561,0,Pflegeleicht 30,6215032407ba2f7238e7dc25
0,800,0,1,2022/02/22 16:37:08:387783,0,Pflegeleicht 30,6215032407ba2f7238e7dc26
0,800,0,1,2022/02/22 16:37:08:509702,0,Pflegeleicht 30,6215032507ba2f7238e7dc27
0,800,0,1,2022/02/22 16:37:09:399865,0,Pflegeleicht 30,6215032507ba2f7238e7dc28
0,800,0,1,2022/02/22 16:37:09:745979,0,Pflegeleicht 30,6215032507ba2f7238e7dc29
0,800,0,1,2022/02/22 16:37:09:841521,0,Pflegeleicht 30,6215032607ba2f7238e7dc2a
0,800,0,1,2022/02/22 16:37:10:828771,0,Pflegeleicht 30,6215032707ba2f7238e7dc2b
0,800,0,1,2022/02/22 16:37:11:181352,0,Pflegeleicht 30,6215032707ba2f7238e7dc2c
0,800,0,1,2022/02/22 16:37:11:201759,0,Pflegeleicht 30,6215032807ba2f7238e7dc2d
0,800,0,1,2022/02/22 16:37:12:078601,0,Pflegeleicht 30,6215032807ba2f7238e7dc2e
0,800,0,1,2022/02/22 16:37:12:511853,0,Pflegeleicht 30,6215032807ba2f7238e7dc2f
0,800,0,1,2022/02/22 16:37:12:853965,0,Pflegeleicht 30,6215032807ba2f7238e7dc30
0,800,0,1,2022/02/22 16:37:12:888911,0,Pflegeleicht 30,6215032807ba2f7238e7dc31
0,800,0,1,2022/02/22 16:37:12:915796,0,Pflegeleicht 30,6215032807ba2f7238e7dc32
0,800,0,1,2022/02/22 16:37:12:944860,0,Pflegeleicht 30,6215032807ba2f7238e7dc33
0,800,0,1,2022/02/22 16:37:12:982204,0,Pflegeleicht 30,6215032807ba2f7238e7dc34
0,800,0,1,2022/02/22 16:37:13:014756,0,Pflegeleicht 30,6215032907ba2f7238e7dc35
0,800,0,1,2022/02/22 16:37:13:064585,0,Pflegeleicht 30,6215032a07ba2f7238e7dc36
1,800,0,1,2022/02/22 16:37:14:239929,0,Pflegeleicht 30,6215032b07ba2f7238e7dc37
1,800,0,1,2022/02/22 16:37:15:299060,0,Pflegeleicht 30,6215032b07ba2f7238e7dc38
1,800,0,1,2022/02/22 16:37:15:685297,0,Pflegeleicht 30,6215032c07ba2f7238e7dc39
1,800,0,1,2022/02/22 16:37:16:761422,0,Pflegeleicht 30,6215032d07ba2f7238e7dc3a
1,800,0,1,2022/02/22 16:37:17:138361,0,Pflegeleicht 30,6215032e07ba2f7238e7dc3b
1,800,0,1,2022/02/22 16:37:18:181850,0,Pflegeleicht 30,6215032e07ba2f7238e7dc3c
1,800,0,1,2022/02/22 16:37:18:515764,0,Pflegeleicht 30,6215032f07ba2f7238e7dc3d
1,800,0,1,2022/02/22 16:37:19:590465,0,Pflegeleicht 30,6215032f07ba2f7238e7dc3e
1,800,0,1,2022/02/22 16:37:19:978999,0,Pflegeleicht 30,6215033007ba2f7238e7dc3f
1,800,0,1,2022/02/22 16:37:21:031763,0,Pflegeleicht 30,6215033107ba2f7238e7dc40
1,800,0,1,2022/02/22 16:37:21:388804,0,Pflegeleicht 30,6215033207ba2f7238e7dc41
1,800,0,1,2022/02/22 16:37:22:254929,0,Pflegeleicht 30,6215033207ba2f7238e7dc42
1,800,0,1,2022/02/22 16:37:22:702261,0,Pflegeleicht 30,6215033207ba2f7238e7dc43
1,800,0,1,2022/02/22 16:37:22:722728,0,Pflegeleicht 30,6215033307ba2f7238e7dc44
1,800,0,1,2022/02/22 16:37:23:664104,0,Pflegeleicht 30,6215033407ba2f7238e7dc45
1,800,0,1,2022/02/22 16:37:24:149632,0,Pflegeleicht 30,6215033507ba2f7238e7dc46
1,800,0,1,2022/02/22 16:37:25:200300,0,Pflegeleicht 30,6215033507ba2f7238e7dc47
1,800,0,1,2022/02/22 16:37:25:537281,0,Pflegeleicht 30,6215033607ba2f7238e7dc48
1,800,0,1,2022/02/22 16:37:26:603043,0,Pflegeleicht 30,6215033607ba2f7238e7dc49
1,800,0,1,2022/02/22 16:37:26:936376,0,Pflegeleicht 30,6215033607ba2f7238e7dc4a
1,800,0,1,2022/02/22 16:37:26:958846,0,Pflegeleicht 30,6215033607ba2f7238e7dc4b
1,800,0,1,2022/02/22 16:37:26:981441,0,Pflegeleicht 30,6215033707ba2f7238e7dc4c
1,800,0,1,2022/02/22 16:37:27:888423,0,Pflegeleicht 30,6215033807ba2f7238e7dc4d
1,800,0,1,2022/02/22 16:37:28:343152,0,Pflegeleicht 30,6215033907ba2f7238e7dc4e
1,800,0,1,2022/02/22 16:37:29:500060,0,Pflegeleicht 30,6215033907ba2f7238e7dc4f
1,800,0,1,2022/02/22 16:37:29:850750,0,Pflegeleicht 30,6215033907ba2f7238e7dc50
1,800,0,1,2022/02/22 16:37:29:874878,0,Pflegeleicht 30,6215033907ba2f7238e7dc51
1,800,0,1,2022/02/22 16:37:29:900999,0,Pflegeleicht 30,6215033a07ba2f7238e7dc52
1,800,0,1,2022/02/22 16:37:30:824330,0,Pflegeleicht 30,6215033b07ba2f7238e7dc53
1,800,0,1,2022/02/22 16:37:31:199405,0,Pflegeleicht 30,6215033c07ba2f7238e7dc54
1,800,0,1,2022/02/22 16:37:32:080505,0,Pflegeleicht 30,6215033c07ba2f7238e7dc55
1,800,0,1,2022/02/22 16:37:32:570003,0,Pflegeleicht 30,6215033d07ba2f7238e7dc56
1,800,0,1,2022/02/22 16:37:33:632892,0,Pflegeleicht 30,6215033d07ba2f7238e7dc57
1,800,0,1,2022/02/22 16:37:33:973191,0,Pflegeleicht 30,6215033e07ba2f7238e7dc58
1,800,0,1,2022/02/22 16:37:34:971725,0,Pflegeleicht 30,6215033f07ba2f7238e7dc59
1,800,0,1,2022/02/22 16:37:35:432284,0,Pflegeleicht 30,6215034007ba2f7238e7dc5a
1,800,0,1,2022/02/22 16:37:36:507182,0,Pflegeleicht 30,6215034007ba2f7238e7dc5b
1,800,0,1,2022/02/22 16:37:36:842071,0,Pflegeleicht 30,6215034107ba2f7238e7dc5c
1,800,0,1,2022/02/22 16:37:37:912498,0,Pflegeleicht 30,6215034207ba2f7238e7dc5d
1,800,0,1,2022/02/22 16:37:38:292252,0,Pflegeleicht 30,6215034307ba2f7238e7dc5e
1,800,0,1,2022/02/22 16:37:39:177472,0,Pflegeleicht 30,6215034307ba2f7238e7dc5f
1,800,0,1,2022/02/22 16:37:39:668021,0,Pflegeleicht 30,6215034307ba2f7238e7dc60
1,800,0,1,2022/02/22 16:37:39:697877,0,Pflegeleicht 30,6215034307ba2f7238e7dc61
1,800,0,1,2022/02/22 16:37:39:725785,0,Pflegeleicht 30,6215034407ba2f7238e7dc62
1,800,0,1,2022/02/22 16:37:40:758920,0,Pflegeleicht 30,6215034507ba2f7238e7dc63
1,800,0,1,2022/02/22 16:37:41:097048,0,Pflegeleicht 30,6215034507ba2f7238e7dc64
1,800,0,1,2022/02/22 16:37:41:119411,0,Pflegeleicht 30,6215034607ba2f7238e7dc65
1,800,0,1,2022/02/22 16:37:42:026407,0,Pflegeleicht 30,6215034607ba2f7238e7dc66
1,800,0,1,2022/02/22 16:37:42:466527,0,Pflegeleicht 30,6215034707ba2f7238e7dc67
1,800,0,1,2022/02/22 16:37:43:425873,0,Pflegeleicht 30,6215034707ba2f7238e7dc68
1,800,0,1,2022/02/22 16:37:43:901241,0,Pflegeleicht 30,6215034707ba2f7238e7dc69
1,800,0,1,2022/02/22 16:37:43:937679,0,Pflegeleicht 30,6215034707ba2f7238e7dc6a
1,800,0,1,2022/02/22 16:37:43:963089,0,Pflegeleicht 30,6215034707ba2f7238e7dc6b
1,800,0,1,2022/02/22 16:37:43:992751,0,Pflegeleicht 30,6215034807ba2f7238e7dc6c
1,800,0,1,2022/02/22 16:37:44:026596,0,Pflegeleicht 30,6215034807ba2f7238e7dc6d
1,800,0,1,2022/02/22 16:37:44:261383,2,Pflegeleicht 30,6215034807ba2f7238e7dc6e
1,800,0,1,2022/02/22 16:37:44:957709,2,Pflegeleicht 30,6215034907ba2f7238e7dc6f
1,800,0,1,2022/02/22 16:37:45:338871,2,Pflegeleicht 30,6215034907ba2f7238e7dc70
1,800,0,1,2022/02/22 16:37:45:465829,1,Pflegeleicht 30,6215034a07ba2f7238e7dc71
1,800,0,1,2022/02/22 16:37:46:375984,1,Pflegeleicht 30,6215034a07ba2f7238e7dc72
1,800,0,1,2022/02/22 16:37:46:710676,1,Pflegeleicht 30,6215034c07ba2f7238e7dc73
1,800,0,1,2022/02/22 16:37:48:389535,1,Pflegeleicht 30,6215034d07ba2f7238e7dc74
1,800,0,1,2022/02/22 16:37:49:303529,1,Pflegeleicht 30,6215034d07ba2f7238e7dc75
1,800,0,1,2022/02/22 16:37:49:711354,1,Pflegeleicht 30,6215034d07ba2f7238e7dc76
1,800,0,1,2022/02/22 16:37:49:742524,1,Pflegeleicht 30,6215034e07ba2f7238e7dc77
1,800,0,1,2022/02/22 16:37:50:725709,1,Pflegeleicht 30,6215034f07ba2f7238e7dc78
1,800,0,1,2022/02/22 16:37:51:051434,1,Pflegeleicht 30,6215034f07ba2f7238e7dc79
1,800,0,1,2022/02/22 16:37:51:997570,1,Pflegeleicht 30,6215035007ba2f7238e7dc7a
1,800,0,1,2022/02/22 16:37:52:437227,1,Pflegeleicht 30,6215035107ba2f7238e7dc7b
1,800,0,1,2022/02/22 16:37:53:541272,1,Pflegeleicht 30,6215035107ba2f7238e7dc7c
1,800,0,1,2022/02/22 16:37:53:887952,1,Pflegeleicht 30,6215035107ba2f7238e7dc7d
1,800,0,1,2022/02/22 16:37:53:915870,1,Pflegeleicht 30,6215035207ba2f7238e7dc7e
1,800,0,1,2022/02/22 16:37:54:938179,1,Pflegeleicht 30,6215035307ba2f7238e7dc7f
1,800,0,1,2022/02/22 16:37:55:284493,1,Pflegeleicht 30,6215035407ba2f7238e7dc80
1,800,0,1,2022/02/22 16:37:56:847546,1,Pflegeleicht 30,6215035507ba2f7238e7dc81
1,800,0,1,2022/02/22 16:37:57:956593,1,Pflegeleicht 30,6215035607ba2f7238e7dc82
1,800,0,1,2022/02/22 16:37:58:330440,1,Pflegeleicht 30,6215035707ba2f7238e7dc83
1,800,0,1,2022/02/22 16:37:59:359809,1,Pflegeleicht 30,6215035707ba2f7238e7dc84
1,800,0,1,2022/02/22 16:37:59:694750,1,Pflegeleicht 30,6215035707ba2f7238e7dc85
1,800,0,1,2022/02/22 16:37:59:728383,1,Pflegeleicht 30,6215035807ba2f7238e7dc86
1,800,0,1,2022/02/22 16:38:00:763468,1,Pflegeleicht 30,6215035907ba2f7238e7dc87
1,800,0,1,2022/02/22 16:38:01:119612,1,Pflegeleicht 30,6215035a07ba2f7238e7dc88
1,800,0,1,2022/02/22 16:38:02:179661,1,Pflegeleicht 30,6215035a07ba2f7238e7dc89
1,800,0,1,2022/02/22 16:38:02:598516,1,Pflegeleicht 30,6215035a07ba2f7238e7dc8a
1,800,0,1,2022/02/22 16:38:02:634202,1,Pflegeleicht 30,6215035a07ba2f7238e7dc8b
1,800,0,1,2022/02/22 16:38:02:681688,1,Pflegeleicht 30,6215035a07ba2f7238e7dc8c
1,800,0,1,2022/02/22 16:38:02:775551,1,Pflegeleicht 30,6215035a07ba2f7238e7dc8d
1,800,0,1,2022/02/22 16:38:02:802521,1,Pflegeleicht 30,6215035a07ba2f7238e7dc8e
1,800,0,1,2022/02/22 16:38:02:824751,1,Pflegeleicht 30,6215035b07ba2f7238e7dc8f
1,800,0,1,2022/02/22 16:38:03:446676,1,Pflegeleicht 30,6215035b07ba2f7238e7dc90
1,800,0,1,2022/02/22 16:38:03:584856,1,Pflegeleicht 30,6215035b07ba2f7238e7dc91
1,800,0,1,2022/02/22 16:38:03:916236,1,Pflegeleicht 30,6215035b07ba2f7238e7dc92
1,800,0,1,2022/02/22 16:38:03:937763,1,Pflegeleicht 30,6215035c07ba2f7238e7dc93
1,800,0,1,2022/02/22 16:38:04:846572,1,Pflegeleicht 30,6215035d07ba2f7238e7dc94
1,800,0,1,2022/02/22 16:38:05:346317,1,Pflegeleicht 30,6215035d07ba2f7238e7dc95
1,800,0,1,2022/02/22 16:38:05:368976,1,Pflegeleicht 30,6215035d07ba2f7238e7dc96
1,800,0,1,2022/02/22 16:38:05:392479,1,Pflegeleicht 30,6215035d07ba2f7238e7dc97
1,800,0,1,2022/02/22 16:38:05:419260,1,Pflegeleicht 30,6215035e07ba2f7238e7dc98
1,800,0,1,2022/02/22 16:38:06:241062,1,Pflegeleicht 30,6215035e07ba2f7238e7dc99
1,800,0,1,2022/02/22 16:38:06:697316,1,Pflegeleicht 30,6215035f07ba2f7238e7dc9a
1,800,0,1,2022/02/22 16:38:07:851971,1,Pflegeleicht 30,6215036007ba2f7238e7dc9b
1,800,0,1,2022/02/22 16:38:08:145994,1,Pflegeleicht 30,6215036107ba2f7238e7dc9c
